Molecule,TanimotoA,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 106,0.276960784,C=CCNC(=O)NCCn1nc(cc1C1CC1)C1CC1,C15H22N4O,274.36,20,5,0.6,9,2,2,78.17,58.95,2.73,1.11,2.0,1.87,2.06,1.95,-1.83,4.05,0.0147,Very soluble,-1.94,3.14,0.0115,Very soluble,-3.32,0.131,0.000478,Soluble,High,Yes,Yes,No,No,No,No,No,-7.19,0,0,0,0,0,0.55,0,1,1,2.97
Molecule 109,0.314234017,O=C(/C=C/c1ccco1)NCCn1ccn2c1ccn2,C14H14N4O2,270.29,20,13,0.14,6,3,1,73.74,64.47,2.46,0.57,1.45,0.57,0.69,1.15,-1.96,2.96,0.011,Very soluble,-1.5,8.62,0.0319,Very soluble,-3.1,0.214,0.000791,Soluble,High,Yes,No,No,No,No,No,No,-7.54,0,0,0,0,0,0.55,0,1,0,2.82
Molecule 110,0.315380012,N#Cc1cccc(c1)C(=O)NCCn1ccn2c1ccn2,C15H13N5O,279.3,21,14,0.13,5,3,1,76.48,75.12,2.08,0.76,1.44,1.06,0.75,1.22,-2.21,1.71,0.00611,Soluble,-1.92,3.38,0.0121,Very soluble,-3.88,0.0367,0.000132,Soluble,High,No,No,Yes,No,No,No,No,-7.46,0,0,0,0,0,0.55,0,0,0,2.37
Molecule 111,0.31276467,O=C(/C=C/c1cccs1)NCCn1ccn2c1ccn2,C14H14N4OS,286.35,20,13,0.14,6,2,1,79.36,79.57,2.45,1.19,1.92,1.39,1.94,1.78,-2.45,1.02,0.00355,Soluble,-2.46,1.0,0.00349,Soluble,-3.15,0.202,0.000705,Soluble,High,No,No,No,Yes,No,No,No,-7.2,0,0,0,0,0,0.55,0,1,0,2.8
Molecule 112,0.388757396,O=C(/C=C/c1ccco1)NCc1nn(c2c1CCCC2)C,C16H19N3O2,285.34,21,10,0.38,5,3,1,80.38,60.06,2.73,1.8,1.96,1.1,2.73,2.06,-2.77,0.49,0.00172,Soluble,-2.68,0.596,0.00209,Soluble,-4.13,0.0213,7.46e-05,Moderately soluble,High,Yes,Yes,No,Yes,No,No,No,-6.76,0,0,0,0,0,0.55,0,1,0,3.14
Molecule 120,0.229193342,CSC1CCCN(C1)C(=O)Nc1ccc(cc1)F,C13H17FN2OS,268.35,18,6,0.46,4,2,1,77.42,57.64,2.8,2.41,3.03,2.93,2.18,2.67,-3.0,0.265,0.000989,Soluble,-3.26,0.147,0.000546,Soluble,-3.67,0.0574,0.000214,Soluble,High,Yes,No,No,No,No,Yes,No,-6.23,0,0,0,0,0,0.55,0,0,0,2.87
Molecule 121,0.193130266,C=CCCC(=O)N1C2CCC1CC(C2)SC,C13H21NOS,239.38,16,0,0.77,5,1,0,74.5,45.61,2.79,2.59,2.46,2.52,2.55,2.58,-2.63,0.567,0.00237,Soluble,-3.2,0.152,0.000636,Soluble,-2.17,1.61,0.00671,Soluble,High,Yes,No,No,No,No,No,No,-5.92,0,0,0,0,0,0.55,0,1,1,4.01
Molecule 122,0.275270184,CSC1CC2CCC(C1)N2C(=O)/C=C/c1ccco1,C15H19NO2S,277.38,19,5,0.53,4,2,0,82.44,58.75,2.98,2.73,2.69,1.93,2.58,2.58,-3.21,0.171,0.000616,Soluble,-3.62,0.0669,0.000241,Soluble,-2.73,0.518,0.00187,Soluble,High,Yes,No,No,No,No,Yes,No,-6.05,0,0,0,0,0,0.55,0,1,0,4.57
Molecule 123,0.252240717,CSC1CC2CCC(C1)N2C(=O)/C=C/c1ccccc1,C17H21NOS,287.42,20,6,0.47,4,1,0,90.17,45.61,3.04,3.63,3.1,3.26,3.2,3.25,-3.87,0.039,0.000136,Soluble,-4.28,0.0152,5.3e-05,Moderately soluble,-3.51,0.0884,0.000308,Soluble,High,Yes,No,No,Yes,Yes,Yes,No,-5.48,0,0,0,0,0,0.55,0,1,1,4.28
Molecule 124,0.275270184,CSC1CC2CCC(C1)N2C(=O)/C=C/c1cccs1,C15H19NOS2,293.45,19,5,0.53,4,1,0,88.05,73.85,3.02,3.35,3.16,2.81,3.83,3.23,-3.7,0.0585,0.000199,Soluble,-4.58,0.00775,2.64e-05,Moderately soluble,-2.78,0.488,0.00166,Soluble,High,Yes,No,No,Yes,Yes,No,No,-5.71,0,0,0,0,0,0.55,0,1,0,4.59
Molecule 127,0.19060225,C=CCCC(=O)Nc1ccc(cc1)N1CCC(CC1)OC,C17H24N2O2,288.38,21,6,0.47,7,2,1,90.04,41.57,2.93,2.67,2.63,2.06,2.83,2.62,-3.06,0.251,0.000872,Soluble,-3.19,0.184,0.000639,Soluble,-4.27,0.0155,5.38e-05,Moderately soluble,High,Yes,No,No,Yes,No,Yes,No,-6.16,0,0,0,0,0,0.55,1,1,0,2.02
Molecule 128,0.195508587,C/C=C/C(=O)Nc1ccc(cc1)N1CCC(CC1)OC,C16H22N2O2,274.36,20,6,0.44,5,2,1,85.24,41.57,3.01,2.45,2.24,1.82,2.27,2.36,-2.98,0.29,0.00106,Soluble,-2.97,0.296,0.00108,Soluble,-3.5,0.0876,0.000319,Soluble,High,Yes,No,No,No,No,Yes,No,-6.23,0,0,0,0,0,0.55,1,1,0,2.55
Molecule 129,0.184020956,C=CCCC(=O)N1CCC(CC1)N1CCC(C1)OC,C15H26N2O2,266.38,19,0,0.8,6,3,0,84.42,32.78,3.26,1.4,0.9,1.31,1.93,1.76,-1.98,2.81,0.0105,Very soluble,-1.69,5.41,0.0203,Very soluble,-1.92,3.18,0.0119,Soluble,High,Yes,No,No,No,No,No,No,-6.93,0,0,0,0,0,0.55,0,1,0,3.07
Molecule 131,0.245890861,C=CCCC(=O)NCC1CCCN1c1ccccc1,C16H22N2O,258.36,19,6,0.44,7,1,1,82.45,32.34,2.91,2.95,2.36,2.4,2.9,2.7,-3.07,0.219,0.000847,Soluble,-3.29,0.132,0.000511,Soluble,-4.28,0.0137,5.3e-05,Moderately soluble,High,Yes,No,No,Yes,No,Yes,No,-5.78,0,0,0,0,0,0.55,0,1,0,2.46
Molecule 133,0.371375694,C=CCCC(=O)N1Cc2c(C1)nc(nc2)N1CCOCC1,C15H20N4O2,288.34,21,6,0.53,5,4,0,86.15,58.56,2.83,0.23,0.06,0.47,1.88,1.09,-1.65,6.4,0.0222,Very soluble,-1.02,27.6,0.0956,Very soluble,-2.92,0.343,0.00119,Soluble,High,No,Yes,No,No,No,No,No,-7.9,0,0,0,0,0,0.55,0,1,0,2.69
Molecule 134,0.27724049,C=CCCC(=O)NC1CCN(C1)c1nccs1,C12H17N3OS,251.35,17,5,0.5,6,2,1,73.32,73.47,2.51,1.96,1.42,0.96,2.6,1.89,-2.45,0.882,0.00351,Soluble,-3.13,0.187,0.000745,Soluble,-2.77,0.427,0.0017,Soluble,High,No,No,Yes,Yes,No,No,No,-6.44,0,0,0,0,0,0.55,0,1,0,3.16
Molecule 135,0.336915297,O=C(NC1CCN(C1)c1nccs1)/C=C/c1ccco1,C14H15N3O2S,289.35,20,10,0.29,5,3,1,81.25,86.61,2.66,2.11,1.65,0.46,2.58,1.89,-3.0,0.287,0.000992,Soluble,-3.56,0.0798,0.000276,Soluble,-3.32,0.137,0.000474,Soluble,High,No,No,Yes,Yes,Yes,No,No,-6.57,0,0,0,0,0,0.55,0,1,0,3.44
Molecule 136,0.335192069,N#Cc1cccc(c1)C(=O)NC1CCN(C1)c1nccs1,C15H14N4OS,298.36,21,11,0.27,4,3,1,83.99,97.26,2.48,2.3,1.64,0.95,2.63,2.0,-3.26,0.163,0.000546,Soluble,-3.98,0.0312,0.000105,Soluble,-4.1,0.0235,7.89e-05,Moderately soluble,High,No,No,Yes,Yes,Yes,No,Yes,-6.49,0,0,0,0,0,0.55,0,0,0,2.97
Molecule 137,0.316528398,O=C(NC1CCN(C1)c1nccs1)/C=C/c1ccccc1,C16H17N3OS,299.39,21,11,0.25,5,2,1,88.98,73.47,2.76,3.01,2.06,1.76,3.18,2.55,-3.65,0.067,0.000224,Soluble,-4.22,0.0181,6.06e-05,Moderately soluble,-4.11,0.0235,7.83e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.99,0,0,0,0,0,0.55,0,1,0,3.31
Molecule 138,0.359307359,C=CCCC(=O)N1CCc2c1ccc(c2)c1ccncc1,C18H18N2O,278.35,21,12,0.22,5,2,0,88.62,33.2,2.85,2.91,3.22,2.64,4.08,3.14,-3.49,0.0897,0.000322,Soluble,-3.27,0.15,0.000539,Soluble,-5.63,0.000651,2.34e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-5.93,0,0,0,0,0,0.55,0,1,0,2.24
Molecule 139,0.234056122,C=CCCC(=O)NCCCc1cnc2n(c1)ncn2,C13H17N5O,259.31,19,9,0.38,8,4,1,71.92,72.18,2.22,1.07,1.14,1.28,1.52,1.44,-1.94,2.95,0.0114,Very soluble,-2.18,1.72,0.00665,Soluble,-3.81,0.0397,0.000153,Soluble,High,No,No,No,No,No,No,No,-7.12,0,0,0,0,0,0.55,0,1,1,2.43
Molecule 141,0.340993789,O=C(N1CCc2c(C1)cncn2)/C=C/c1ccco1,C14H13N3O2,255.27,19,11,0.21,3,4,0,73.16,59.23,2.39,0.75,1.03,0.15,2.11,1.29,-2.13,1.91,0.00749,Soluble,-1.57,6.82,0.0267,Very soluble,-3.59,0.0652,0.000255,Soluble,High,Yes,No,Yes,No,No,No,No,-7.32,0,0,0,0,0,0.55,0,1,0,2.63
Molecule 142,0.321227301,O=C(N1CCc2c(C1)cncn2)/C=C/c1ccccc1,C16H15N3O,265.31,20,12,0.19,3,3,0,80.89,46.09,2.45,1.65,1.43,1.45,2.71,1.94,-2.77,0.45,0.0017,Soluble,-2.23,1.56,0.00587,Soluble,-4.38,0.0112,4.21e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.75,0,0,0,0,0,0.55,0,1,0,2.45
Molecule 143,0.343088418,O=C(N1CCc2c(C1)cncn2)/C=C/c1cccs1,C14H13N3OS,271.34,19,11,0.21,3,3,0,78.77,74.33,2.43,1.37,1.49,0.98,3.35,1.93,-2.62,0.657,0.00242,Soluble,-2.53,0.794,0.00293,Soluble,-3.64,0.0616,0.000227,Soluble,High,No,No,Yes,Yes,No,No,No,-6.98,0,0,0,0,0,0.55,0,1,0,2.64
Molecule 146,0.334169279,O=C(N1CCc2c(C1)cncn2)Nc1ccccc1,C14H14N4O,254.29,19,12,0.21,3,3,1,75.69,58.12,2.06,0.95,1.34,1.27,1.37,1.4,-2.28,1.32,0.00519,Soluble,-1.76,4.44,0.0175,Very soluble,-4.34,0.0116,4.56e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,No,No,-7.18,0,0,0,0,0,0.55,0,0,0,2.27
Molecule 147,0.346633416,Fc1ccc(cc1)NC(=O)N1CCc2c(C1)cncn2,C14H13FN4O,272.28,20,12,0.21,3,4,1,75.65,58.12,2.25,1.05,1.9,1.67,1.78,1.73,-2.44,0.999,0.00367,Soluble,-1.86,3.75,0.0138,Very soluble,-4.62,0.00659,2.42e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,No,No,-7.22,0,0,0,0,0,0.55,0,0,0,2.29
Molecule 148,0.390825688,CCOc1ccccc1NC(=O)N1CCc2c(C1)cncn2,C16H18N4O2,298.34,22,12,0.31,5,4,1,86.99,67.35,2.71,1.29,1.74,1.23,1.76,1.75,-2.58,0.792,0.00265,Soluble,-2.3,1.48,0.00496,Soluble,-4.86,0.00413,1.38e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-7.2,0,0,0,0,0,0.55,0,0,0,2.58
Molecule 150,0.377431907,O=C(NC1CCN(C1)c1ccccn1)/C=C/c1cccs1,C16H17N3OS,299.39,21,11,0.25,5,2,1,88.98,73.47,2.57,2.62,2.06,1.76,3.18,2.44,-3.4,0.118,0.000394,Soluble,-3.81,0.0461,0.000154,Soluble,-4.11,0.0235,7.83e-05,Moderately soluble,High,Yes,No,No,Yes,Yes,No,No,-6.27,0,0,0,0,0,0.55,0,1,0,3.31
Molecule 1,0.231754161,C=CCCC(=O)NCC1CCCN(C1)c1nccs1,C14H21N3OS,279.4,19,5,0.57,7,2,1,82.93,73.47,2.54,2.51,2.06,1.49,3.22,2.37,-2.89,0.363,0.0013,Soluble,-3.7,0.0559,0.0002,Soluble,-3.45,0.1,0.000358,Soluble,High,Yes,No,No,Yes,No,No,No,-6.22,0,0,0,0,0,0.55,0,1,0,3.24
Molecule 2,0.264055591,C=CCCC(=O)Nc1cnn(c1)CC1CCCCO1,C14H21N3O2,263.34,19,5,0.57,7,3,1,74.75,56.15,2.51,1.15,2.17,1.07,1.96,1.77,-1.93,3.09,0.0118,Very soluble,-1.92,3.14,0.0119,Very soluble,-2.97,0.282,0.00107,Soluble,High,Yes,No,No,No,No,No,No,-7.09,0,0,0,0,0,0.55,0,1,0,3.14
Molecule 3,0.264020164,CC(=CC(=O)Nc1cnn(c1)CC1CCCCO1)C,C14H21N3O2,263.34,19,5,0.57,5,3,1,74.75,56.15,2.43,1.55,2.17,1.07,1.63,1.77,-2.31,1.28,0.00485,Soluble,-2.34,1.21,0.00458,Soluble,-2.58,0.693,0.00263,Soluble,High,Yes,No,No,No,No,No,No,-6.81,0,0,0,0,0,0.55,0,1,0,3.34
Molecule 4,0.297114794,O=C(Nc1cnn(c1)C1COCC1)/C=C/c1ccco1,C14H15N3O3,273.29,20,10,0.29,5,4,1,73.07,69.29,1.98,0.55,1.79,0.05,1.31,1.14,-1.92,3.28,0.012,Very soluble,-1.58,7.24,0.0265,Very soluble,-2.85,0.386,0.00141,Soluble,High,Yes,Yes,No,No,No,No,No,-7.58,0,0,0,0,0,0.55,0,1,0,3.38
Molecule 5,0.298525799,O=C(Nc1cnn(c1)C1COCC1)/C=C/c1cccs1,C14H15N3O2S,289.35,20,10,0.29,5,3,1,78.68,84.39,2.16,1.16,2.26,0.87,2.56,1.8,-2.4,1.14,0.00394,Soluble,-2.53,0.86,0.00297,Soluble,-2.9,0.365,0.00126,Soluble,High,No,No,No,Yes,No,No,No,-7.24,0,0,0,0,0,0.55,0,1,0,3.4
Molecule 6,0.27843381,CCOC(=O)CCC(=O)Nc1cnn(c1)C1COCC1,C13H19N3O4,281.31,20,5,0.62,8,5,1,71.71,82.45,2.18,-0.51,0.94,0.01,0.82,0.69,-0.92,33.8,0.12,Very soluble,-0.75,49.6,0.176,Very soluble,-2.32,1.36,0.00482,Soluble,High,No,Yes,No,No,No,No,No,-8.38,0,0,0,0,0,0.55,0,0,1,3.19
Molecule 7,0.274074074,O=C(Nc1cnn(c1)C1COCC1)/C=C/c1ccccc1,C16H17N3O2,283.33,21,11,0.25,5,3,1,80.81,56.15,2.16,1.45,2.2,1.33,1.91,1.81,-2.57,0.767,0.00271,Soluble,-2.24,1.65,0.00582,Soluble,-3.63,0.0661,0.000233,Soluble,High,Yes,No,No,Yes,No,No,No,-7.0,0,0,0,0,0,0.55,0,1,0,3.26
Molecule 8,0.311495674,N#Cc1ccc(cc1)C(=O)Nc1cnn(c1)C1COCC1,C15H14N4O2,282.3,21,11,0.27,4,4,1,75.81,79.94,1.92,0.74,1.78,0.54,1.36,1.27,-2.18,1.86,0.00661,Soluble,-2.0,2.84,0.01,Very soluble,-3.63,0.0663,0.000235,Soluble,High,No,Yes,No,No,No,No,No,-7.5,0,0,0,0,0,0.55,0,0,0,2.86
Molecule 9,0.257822278,CC(=CC(=O)Nc1cnn(c1)C1COCC1)C,C12H17N3O2,235.28,17,5,0.5,4,3,1,65.14,56.15,2.1,0.81,1.56,0.54,1.01,1.2,-1.76,4.06,0.0173,Very soluble,-1.57,6.32,0.0269,Very soluble,-1.9,2.96,0.0126,Soluble,High,Yes,No,No,No,No,No,No,-7.16,0,0,0,0,0,0.55,0,1,1,3.12
Molecule 11,0.222222222,C/C=C/C(=O)Nc1cnn(c1)CC1CCOCC1,C13H19N3O2,249.31,18,5,0.54,5,3,1,69.95,56.15,2.41,0.76,1.63,0.81,1.41,1.4,-1.74,4.54,0.0182,Very soluble,-1.52,7.55,0.0303,Very soluble,-2.2,1.59,0.00637,Soluble,High,Yes,No,No,No,No,No,No,-7.28,0,0,0,0,0,0.55,0,1,1,2.6
Molecule 12,0.277571252,O=C(Nc1cnn(c1)C1CCOCC1)/C=C/c1ccco1,C15H17N3O3,287.31,21,10,0.33,5,4,1,77.88,69.29,2.39,0.9,2.18,0.31,1.54,1.47,-2.21,1.77,0.00616,Soluble,-1.94,3.3,0.0115,Very soluble,-3.12,0.216,0.000752,Soluble,High,Yes,Yes,No,No,No,No,No,-7.41,0,0,0,0,0,0.55,0,1,0,2.97
Molecule 13,0.236375158,C=CCCC(=O)Nc1cnn(c1)C1CCOCC1,C13H19N3O2,249.31,18,5,0.54,6,3,1,69.95,56.15,2.27,0.76,1.95,0.81,1.58,1.47,-1.67,5.28,0.0212,Very soluble,-1.52,7.55,0.0303,Very soluble,-2.57,0.671,0.00269,Soluble,High,Yes,Yes,No,No,No,No,No,-7.28,0,0,0,0,0,0.55,0,1,1,2.47
Molecule 14,0.253450439,CCOC(=O)CCC(=O)Nc1cnn(c1)C1CCOCC1,C14H21N3O4,295.33,21,5,0.64,8,5,1,76.51,82.45,2.06,-0.16,1.33,0.27,1.06,0.91,-1.22,17.9,0.0605,Very soluble,-1.12,22.6,0.0765,Very soluble,-2.59,0.757,0.00256,Soluble,High,No,Yes,No,No,No,No,No,-8.22,0,0,0,0,0,0.55,0,0,1,2.7
Molecule 18,0.255211623,COC(c1ccccc1OC)CNC(=O)C(=O)N,C12H16N2O4,252.27,18,6,0.33,7,4,2,64.12,90.65,2.08,0.2,-0.34,-0.33,0.62,0.45,-1.31,12.2,0.0484,Very soluble,-1.66,5.49,0.0218,Very soluble,-2.7,0.502,0.00199,Soluble,High,No,No,No,No,No,No,No,-7.7,0,0,0,0,0,0.55,0,1,0,2.38
Molecule 19,0.276332094,COC(c1ccc(s1)C)CNC(=O)/C=C/c1ccco1,C15H17NO3S,291.37,20,10,0.27,7,3,1,79.44,79.71,3.06,2.22,2.73,0.87,4.15,2.61,-2.95,0.325,0.00111,Soluble,-3.53,0.0862,0.000296,Soluble,-4.45,0.0104,3.56e-05,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.5,0,0,0,0,0,0.55,0,1,0,3.61
Molecule 20,0.271091811,COC(c1ccc(s1)C)CNC(=O)/C=C/c1cocc1,C15H17NO3S,291.37,20,10,0.27,7,3,1,79.44,79.71,3.06,2.19,2.73,0.87,4.15,2.6,-2.93,0.339,0.00116,Soluble,-3.5,0.0926,0.000318,Soluble,-4.45,0.0104,3.56e-05,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.52,0,0,0,0,0,0.55,0,1,0,3.64
Molecule 21,0.239747634,COC(c1ccc(s1)C)CNC(=O)C(=O)NC,C11H16N2O3S,256.32,17,5,0.45,7,3,2,65.37,95.67,2.52,0.75,0.28,-0.42,2.14,1.05,-1.66,5.64,0.022,Very soluble,-2.34,1.18,0.00459,Soluble,-3.03,0.241,0.00094,Soluble,High,No,No,No,No,No,No,No,-7.33,0,0,0,0,0,0.55,0,1,0,3.1
Molecule 22,0.262366938,COC(c1ccc(s1)C)CNC(=O)C(=O)NC1CC1,C13H18N2O3S,282.36,19,5,0.54,8,3,2,72.87,95.67,2.69,1.3,0.75,0.13,2.68,1.51,-2.08,2.37,0.00839,Soluble,-2.91,0.348,0.00123,Soluble,-3.23,0.166,0.000586,Soluble,High,No,Yes,No,Yes,No,No,No,-7.1,0,0,0,0,0,0.55,0,1,1,3.25
Molecule 23,0.203870968,C=CCCC(=O)NCC(c1cccc(c1)F)OC,C14H18FNO2,251.3,18,6,0.36,8,3,1,68.63,38.33,2.95,2.06,2.69,2.42,3.41,2.71,-2.41,0.968,0.00385,Soluble,-2.49,0.806,0.00321,Soluble,-4.52,0.00761,3.03e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.37,0,0,0,0,0,0.55,0,1,1,2.58
Molecule 24,0.251580278,COC(c1cccc(c1)F)CNC(=O)/C=C/c1ccco1,C16H16FNO3,289.3,21,11,0.19,7,4,1,76.56,51.47,2.75,2.21,2.92,1.47,3.44,2.56,-2.95,0.323,0.00112,Soluble,-2.93,0.344,0.00119,Soluble,-5.07,0.00245,8.47e-06,Moderately soluble,High,Yes,No,No,Yes,No,No,No,-6.5,0,0,0,0,0,0.55,0,1,0,3.29
Molecule 25,0.242424242,COC(c1cccc(c1)F)CNC(=O)/C=C/c1cocc1,C16H16FNO3,289.3,21,11,0.19,7,4,1,76.56,51.47,2.82,2.17,2.92,1.47,3.44,2.57,-2.93,0.343,0.00118,Soluble,-2.88,0.378,0.00131,Soluble,-5.07,0.00245,8.47e-06,Moderately soluble,High,Yes,No,No,Yes,No,No,No,-6.52,0,0,0,0,0,0.55,0,1,0,3.32
Molecule 26,0.218368658,COC(c1cccc(c1)F)CNC(=O)C(=O)NC(C)C,C14H19FN2O3,282.31,20,6,0.43,8,4,2,72.1,67.43,2.42,1.53,1.25,1.14,2.06,1.68,-2.25,1.59,0.00565,Soluble,-2.55,0.787,0.00279,Soluble,-4.08,0.0236,8.36e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.94,0,0,0,0,0,0.55,0,1,1,2.72
Molecule 27,0.222364217,COC(c1cccc(c1)F)CNC(=O)C(=O)NCC(C)C,C15H21FN2O3,296.34,21,6,0.47,9,4,2,76.91,67.43,2.94,2.06,1.5,1.4,2.47,2.07,-2.59,0.757,0.00256,Soluble,-3.1,0.233,0.000785,Soluble,-4.48,0.00988,3.33e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.65,0,0,0,0,0,0.55,0,1,1,2.82
Molecule 28,0.245512821,COC(c1ccccc1C)CNC(=O)C(=O)NC1CC1,C15H20N2O3,276.33,20,6,0.47,8,3,2,75.0,67.43,2.63,1.55,0.69,0.61,2.06,1.51,-2.22,1.65,0.00597,Soluble,-2.58,0.734,0.00266,Soluble,-3.96,0.03,0.000109,Soluble,High,No,Yes,No,No,No,No,No,-6.89,0,0,0,0,0,0.55,0,1,1,2.6
Molecule 29,0.234765876,COC(c1ccccc1C)CNC(=O)C(=O)NCC(C)C,C16H24N2O3,292.37,21,6,0.5,9,3,2,81.92,67.43,2.83,2.33,1.25,1.25,2.55,2.04,-2.74,0.534,0.00183,Soluble,-3.39,0.12,0.000412,Soluble,-4.59,0.00757,2.59e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.43,0,0,0,0,0,0.55,0,1,1,2.76
Molecule 30,0.228058937,C=CCCC(=O)NCC(c1cccc(c1)OC)OC,C15H21NO3,263.33,19,6,0.4,9,3,1,75.16,47.56,2.91,1.93,2.14,1.69,3.06,2.35,-2.33,1.24,0.0047,Soluble,-2.55,0.738,0.0028,Soluble,-4.37,0.0114,4.32e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.54,0,0,0,0,0,0.55,0,1,1,2.7
Molecule 31,0.254914394,COC(c1cccc(c1)OC)CNC(=O)C(=O)NC1CC1,C15H20N2O4,292.33,21,6,0.47,9,4,2,76.52,76.66,2.78,1.16,0.39,0.07,1.61,1.2,-2.0,2.92,0.00998,Soluble,-2.36,1.26,0.00432,Soluble,-3.7,0.0585,0.0002,Soluble,High,No,Yes,No,No,No,No,No,-7.26,0,0,0,0,0,0.55,0,1,1,2.77
Molecule 32,0.219871795,C=CCCC(=O)NCC(c1ccccc1Cl)OC,C14H18ClNO2,267.75,18,6,0.36,8,2,1,73.68,38.33,2.97,2.59,2.79,2.55,3.63,2.9,-2.85,0.378,0.00141,Soluble,-3.04,0.242,0.000904,Soluble,-4.85,0.00376,1.41e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.09,0,0,0,0,0,0.55,0,1,1,2.59
Molecule 33,0.216389245,COC(c1ccccc1Cl)CNC(=O)C(=O)N,C11H13ClN2O3,256.69,17,6,0.27,6,3,2,62.64,81.42,1.94,0.86,0.3,0.48,1.21,0.96,-1.84,3.72,0.0145,Very soluble,-2.15,1.8,0.00702,Soluble,-3.19,0.166,0.000647,Soluble,High,No,No,Yes,No,No,No,No,-7.26,0,0,0,0,0,0.55,0,1,0,2.4
Molecule 35,0.237766625,COC(c1ccco1)CNC(=O)/C=C/c1ccco1,C14H15NO4,261.27,19,10,0.21,7,4,1,68.87,64.61,2.85,1.21,1.96,-0.21,2.39,1.64,-2.15,1.85,0.00708,Soluble,-2.16,1.79,0.00686,Soluble,-4.02,0.0252,9.64e-05,Moderately soluble,High,Yes,No,No,Yes,No,No,No,-7.03,0,0,0,0,0,0.55,0,1,0,3.45
Molecule 36,0.264596273,COC(c1ccco1)CNC(=O)c1cccc(c1)C#N,C15H14N2O3,270.28,20,11,0.2,6,4,1,71.61,75.26,2.13,1.4,1.94,0.27,2.46,1.64,-2.41,1.05,0.0039,Soluble,-2.58,0.704,0.0026,Soluble,-4.8,0.00432,1.6e-05,Moderately soluble,High,Yes,No,No,Yes,No,No,No,-6.95,0,0,0,0,0,0.55,0,0,0,3.0
Molecule 37,0.229993699,COC(c1ccco1)CNC(=O)/C=C/c1ccccc1,C16H17NO3,271.31,20,11,0.19,7,3,1,76.6,51.47,2.71,2.11,2.36,1.08,3.01,2.26,-2.8,0.434,0.0016,Soluble,-2.82,0.409,0.00151,Soluble,-4.8,0.00431,1.59e-05,Moderately soluble,High,Yes,No,No,Yes,Yes,No,No,-6.46,0,0,0,0,0,0.55,0,1,0,3.34
Molecule 38,0.256731371,COC(c1ccco1)CNC(=O)/C=C/c1cccs1,C14H15NO3S,277.34,19,10,0.21,7,3,1,74.48,79.71,2.86,1.82,2.42,0.62,3.63,2.27,-2.63,0.645,0.00233,Soluble,-3.11,0.213,0.00077,Soluble,-4.07,0.0238,8.57e-05,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.7,0,0,0,0,0,0.55,0,1,0,3.48
Molecule 39,0.242821473,COC(c1ccco1)CNC(=O)/C=C/c1ccsc1,C14H15NO3S,277.34,19,10,0.21,7,3,1,74.48,79.71,2.91,1.79,2.42,0.62,3.63,2.27,-2.61,0.673,0.00243,Soluble,-3.08,0.229,0.000827,Soluble,-4.07,0.0238,8.57e-05,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.72,0,0,0,0,0,0.55,0,1,0,3.42
Molecule 40,0.23356293,COC(c1ccco1)CNC(=O)/C=C/c1ccoc1,C14H15NO4,261.27,19,10,0.21,7,4,1,68.87,64.61,2.53,1.17,1.96,-0.21,2.39,1.57,-2.12,1.96,0.00751,Soluble,-2.12,1.97,0.00755,Soluble,-4.02,0.0252,9.64e-05,Moderately soluble,High,Yes,No,No,Yes,No,No,No,-7.06,0,0,0,0,0,0.55,0,1,0,3.5
